teryt_gmina,gmina_name,powiat_name,wojewodztwo_code
3030023,Miłosław (3),wrzesiński,30
1412011,Mińsk Mazowiecki (1),miński,14
1412112,Mińsk Mazowiecki (2),miński,14
0604052,Mircze (2),hrubieszowski,06
3217033,Mirosławiec (3),wałecki,32
1430032,Mirów (2),szydłowiecki,14
0212043,Mirsk (3),lwówecki,02
2611032,Mirzec (2),starachowicki,26
1413011,Mława (1),mławski,14
1428042,Młodzieszyn (2),sochaczewski,14
2804063,Młynary (3),elbląski,28
1411052,Młynarze (2),makowski,14
2604112,Mniów (2),kielecki,26
1007032,Mniszków (2),opoczyński,10
1427032,Mochowo (2),sierpecki,14
0605063,Modliborzyce (3),janowski,06
1406073,Mogielnica (3),grójecki,14
1206092,Mogilany (2),krakowski,12
0409033,Mogilno (3),mogileński,04
1426042,Mokobody (2),siedlecki,14
1017042,Mokrsko (2),wieluński,10
2008063,Mońki (3),moniecki,20
2604123,Morawica (3),kielecki,26
2815083,Morąg (3),ostródzki,28
1426053,Mordy (3),siedlecki,14
3206063,Moryń (3),gryfiński,32
2214032,Morzeszczyn (2),tczewski,22
3021103,Mosina (3),poznański,30
2613032,Moskorzew (2),włoszczowski,26
1010062,Moszczenica (2),piotrkowski,10
1205072,Moszczenica (2),gorlicki,12
2810011,Mrągowo (1),mrągowski,28
2810032,Mrągowo (2),mrągowski,28
0410023,Mrocza (3),nakielski,04
1412123,Mrozy (3),miński,14
2404102,Mstów (2),częstochowski,24
2415092,Mszana (2),wodzisławski,24
1207021,Mszana Dolna (1),limanowski,12
1207092,Mszana Dolna (2),limanowski,12
1438023,Mszczonów (3),żyrardowski,14
0205042,Mściwojów (2),jaworski,02
1218052,Mucharz (2),wadowicki,12
3021113,Murowana Goślina (3),poznański,30
1609062,Murów (2),opolski,16
1210113,Muszyna (3),nowosądecki,12
3007072,Mycielin (2),kaliski,30
2404112,Mykanów (2),częstochowski,24
0206072,Mysłakowice (2),karkonoski,02
2470011,Mysłowice (1),m.Mysłowice,24
2409011,Myszków (1),myszkowski,24
1415083,Myszyniec (3),ostrołęcki,14
1209033,Myślenice (3),myślenicki,12
3210043,Myślibórz (3),myśliborski,32
1421052,Nadarzyn (2),pruszkowski,14
2602042,Nagłowice (2),jędrzejowski,26
0410033,Nakło nad Notecią (3),nakielski,04
0614083,Nałęczów (3),puławski,06
1606023,Namysłów (3),namysłowski,16
2005082,Narew (2),hajnowski,20
2005092,Narewka (2),hajnowski,20
1809053,Narol (3),lubaczowski,18
1420072,Naruszewo (2),płoński,14
1414043,Nasielsk (3),nowodworski,14
1210122,Nawojowa (2),nowosądecki,12
3030033,Nekla (3),wrzesiński,30
2411062,Nędza (2),raciborski,24
2811043,Nidzica (3),nidzicki,28
1005092,Nieborów (2),łowicki,10
1819032,Niebylec (2),strzyżowski,18
3003082,Niechanowo (2),gnieźnieński,30
0204032,Niechlów (2),górowski,02
0609102,Niedrzwica Duża (2),lubelski,06
0608092,Niedźwiada (2),lubartowski,06
1207102,Niedźwiedź (2),limanowski,12
0810062,Niegosławice (2),żagański,08
2409032,Niegowa (2),myszkowski,24
0620072,Nielisz (2),zamojski,06
0609112,Niemce (2),lubelski,06
0202073,Niemcza (3),dzierżoniowski,02
1609073,Niemodlin (3),opolski,16
1219043,Niepołomice (3),wielicki,12
1408032,Nieporęt (2),legionowski,14
0401031,Nieszawa (1),aleksandrowski,04
1812053,Nisko (3),niżański,18
1806042,Niwiska (2),kolbuszowski,18
1009032,Nowa Brzeźnica (2),pajęczański,10
1820043,Nowa Dęba (3),tarnobrzeski,18
2206072,Nowa Karczma (2),kościerski,22
0208041,Nowa Ruda (1),kłodzki,02
0208112,Nowa Ruda (2),kłodzki,02
1808053,Nowa Sarzyna (3),leżajski,18
2604133,Nowa Słupia (3),kielecki,26
0804011,Nowa Sól (1),nowosolski,08
0804052,Nowa Sól (2),nowosolski,08
1428052,Nowa Sucha (2),sochaczewski,14
2208042,Nowa Wieś Lęborska (2),lęborski,22
0403052,Nowa Wieś Wielka (2),bydgoski,04
0414063,Nowe (3),świecki,04
1214033,Nowe Brzesko (3),proszowicki,12
0804063,Nowe Miasteczko (3),nowosolski,08
1420083,Nowe Miasto (2),płoński,14
2812011,Nowe Miasto Lubawskie (1),nowomiejski,28
2812052,Nowe Miasto Lubawskie (2),nowomiejski,28
1406083,Nowe Miasto nad Pilicą (3),grójecki,14
3025032,Nowe Miasto nad Wartą (2),średzki,30
1002082,Nowe Ostrowy (2),kutnowski,10
2013072,Nowe Piekuty (2),wysokomazowiecki,20
3017023,Nowe Skalmierzyce (3),ostrowski,30
3211033,Nowe Warpno (3),policki,32
2001052,Nowinka (2),augustowski,20
2604172,Nowiny (2),kielecki,26
0616032,Nowodwór (2),rycki,06
3204043,Nowogard (3),goleniowski,32
0201043,Nowogrodziec (3),bolesławiecki,02
2007043,Nowogród (3),łomżyński,20
0809053,Nowogród Bobrzański (3),zielonogórski,08
3210052,Nowogródek Pomorski (2),myśliborski,32
1006082,Nowosolna (2),łódzki,10
1419092,Nowy Duninów (2),płocki,14
2011062,Nowy Dwór (2),sokólski,20
2210023,Nowy Dwór Gdański (3),nowodworski,22
1414011,Nowy Dwór Mazowiecki (1),nowodworski,14
1015072,Nowy Kawęczyn (2),skierniewicki,10
2601033,Nowy Korczyn (3),buski,26
1262011,Nowy Sącz (1),m.Nowy,12
2209073,Nowy Staw (3),malborski,22
1211011,Nowy Targ (1),nowotarski,12
1211092,Nowy Targ (2),nowotarski,12
3015043,Nowy Tomyśl (3),nowotomyski,30
1201063,Nowy Wiśnicz (3),bocheński,12
1805072,Nowy Żmigród (2),jasielski,18
1802062,Nozdrzec (2),brzozowski,18
1416062,Nur (2),ostrowski,14
2010072,Nurzec-Stacja (2),siemiatycki,20
1607053,Nysa (3),nyski,16
3016013,Oborniki (3),obornicki,30
0220013,Oborniki Śląskie (3),trzebnicki,02
2609062,Obrazów (2),sandomierski,26
0415072,Obrowo (2),toruński,04
1424022,Obryte (2),pułtuski,14
3024011,Obrzycko (1),szamotulski,30
3024042,Obrzycko (2),szamotulski,30
0602102,Obsza (2),biłgorajski,06
1211102,Ochotnica Dolna (2),nowotarski,12
3017033,Odolanów (3),ostrowski,30
1423043,Odrzywół (2),przysuski,14
2416063,Ogrodzieniec (3),zawierciański,24
1402062,Ojrzeń (2),ciechanowski,14
3031053,Okonek (3),złotowski,30
2602052,Oksa (2),jędrzejowski,26
2813043,Olecko (3),olecki,28
1204052,Olesno (2),dąbrowski,12
1608033,Olesno (3),oleski,16
1809063,Oleszyce (3),lubaczowski,18
0214011,Oleśnica (1),oleśnicki,02
0214062,Oleśnica (2),oleśnicki,02
2612033,Oleśnica (3),staszowski,26
1212053,Olkusz (3),olkuski,12
1821042,Olszanica (2),leski,18
1410032,Olszanka (2),łosicki,14
1601062,Olszanka (2),brzeski,16
1415092,Olszewo-Borki (2),ostrołęcki,14
3009092,Olszówka (2),kolski,30
2862011,Olsztyn (1),m.Olsztyn,28
2404123,Olsztyn (2),częstochowski,24
2814093,Olsztynek (3),olsztyński,28
0210053,Olszyna (3),lubański,02
0215011,Oława (1),oławski,02
0215042,Oława (2),oławski,02
3015053,Opalenica (3),nowotomyski,30
2603043,Opatowiec (3),kazimierski,26
2406052,Opatów (2),kłobucki,24
2606043,Opatów (3),opatowski,26
3007083,Opatówek (3),kaliski,30
1402072,Opinogóra Górna (2),ciechanowski,14
1007043,Opoczno (3),opoczyński,10
1661011,Opole (1),m.Opole,16
0612053,Opole Lubelskie (3),opolski,06
1002092,Oporów (2),kutnowski,10
3023032,Orchowo (2),słupecki,30
2003062,Orla (2),bielski,20
1813072,Orły (2),przemyski,18
2809053,Orneta (3),lidzbarski,28
2408042,Ornontowice (2),mikołowski,24
1430042,Orońsko (2),szydłowiecki,14
2408031,Orzesze (1),mikołowski,24
2816023,Orzysz (3),piski,28
0414072,Osie (2),świecki,04
1417063,Osieck (2),otwocki,14
2213072,Osieczna (2),starogardzki,22
3013033,Osieczna (3),leszczyński,30
0201052,Osiecznica (2),bolesławiecki,02
0402082,Osiek (2),brodnicki,04
1213052,Osiek (2),oświęcimski,12
2213082,Osiek (2),starogardzki,22
2612043,Osiek (3),staszowski,26
1805082,Osiek Jasielski (2),jasielski,18
3009102,Osiek Mały (2),kolski,30
0403062,Osielsko (2),bydgoski,04
0411042,Osięciny (2),radziejowski,04
3204052,Osina (2),goleniowski,32
1017053,Osjaków (2),wieluński,10
2210032,Ostaszewo (2),nowodworski,22
1461011,Ostrołęka (1),m.Ostrołęka,14
3024053,Ostroróg (3),szamotulski,30
2607011,Ostrowiec Świętokrzyski (1),ostrowiecki,26
3023042,Ostrowite (2),słupecki,30
2815011,Ostróda (1),ostródzki,28
2815092,Ostróda (2),ostródzki,28
1815022,Ostrów (2),ropczycko-sędziszowski,18
0608103,Ostrów Lubelski (3),lubartowski,06
1416011,Ostrów Mazowiecka (1),ostrowski,14
1416072,Ostrów Mazowiecka (2),ostrowski,14
3017011,Ostrów Wielkopolski (1),ostrowski,30
3017042,Ostrów Wielkopolski (2),ostrowski,30
0608112,Ostrówek (2),lubartowski,06
1017062,Ostrówek (2),wieluński,10
3018073,Ostrzeszów (3),ostrzeszowski,30
0805033,Ośno Lubuskie (3),słubicki,08
1213011,Oświęcim (1),oświęcimski,12
1213062,Oświęcim (2),oświęcimski,12
1607063,Otmuchów (3),nyski,16
1417021,Otwock (1),otwocki,14
0804073,Otyń (3),nowosolski,08
1609083,Ozimek (3),opolski,16
1020021,Ozorków (1),zgierski,10
1020062,Ozorków (2),zgierski,10
2413062,Ożarowice (2),tarnogórski,24
2606053,Ożarów (3),opatowski,26
1432063,Ożarów Mazowiecki (3),warszawski,14
1008021,Pabianice (1),pabianicki,10
1008072,Pabianice (2),pabianicki,10
2601043,Pacanów (3),buski,26
1404032,Pacyna (2),gostyniński,14
1607073,Paczków (3),nyski,16
1811062,Padew Narodowa (2),mielecki,18
1009043,Pajęczno (3),pajęczański,10
3022042,Pakosław (2),rawicki,30
1607082,Pakosławice (2),nyski,16
0407073,Pakość (3),inowrocławski,04
1214042,Pałecznica (2),proszowicki,12
2406062,Panki (2),kłobucki,24
0404052,Papowo Biskupie (2),chełmiński,04
1426062,Paprotnia (2),siedlecki,14
1007052,Paradyż (2),opoczyński,10
2201072,Parchowo (2),bytowski,22
0613043,Parczew (3),parczewski,06
1403092,Parysów (2),garwoliński,14
1020073,Parzęczew (2),zgierski,10
2804073,Pasłęk (3),elbląski,28
2817043,Pasym (3),szczycieński,28
0205052,Paszowice (2),jaworski,02
1804062,Pawłosiów (2),jarosławski,18
2410042,Pawłowice (2),pszczyński,24
1603042,Pawłowiczki (2),kędzierzyńsko-kozielski,16
2611042,Pawłów (2),starachowicki,26
2407072,Pawonków (2),lubliniecki,24
1017072,Pątnów (2),wieluński,10
1209042,Pcim (2),myślenicki,12
2214043,Pelplin (3),tczewski,22
3202053,Pełczyce (3),choszczeński,32
2010082,Perlejewo (2),siemiatycki,20
3008052,Perzów (2),kępiński,30
0203052,Pęcław (2),głogowski,02
1011022,Pęczniew (2),poddębicki,10
3004042,Pępowo (2),gostyński,30
1418043,Piaseczno (3),piaseczyński,14
3004052,Piaski (2),gostyński,30
0617033,Piaski (3),świdnicki,06
1421011,Piastów (1),pruszkowski,14
1004063,Piątek (2),łęczycki,10
2007052,Piątnica (2),łomżyński,20
0206031,Piechowice (1),karkonoski,02
2810042,Piecki (2),mrągowski,28
2471011,Piekary Śląskie (1),m.Piekary,24
2604143,Piekoszów (2),kielecki,26
0226032,Pielgrzymka (2),złotoryjski,02
2802053,Pieniężno (3),braniewski,28
0225043,Pieńsk (3),zgorzelecki,02
2604153,Pierzchnica (3),kielecki,26
0202033,Pieszyce (3),dzierżoniowski,02
2411072,Pietrowice Wielkie (2),raciborski,24
1403103,Pilawa (3),garwoliński,14
2405042,Pilchowice (2),gliwicki,24
2416073,Pilica (3),zawierciański,24
1803063,Pilzno (3),dębicki,18
3019011,Piła (1),pilski,30
0202041,Piława Górna (1),dzierżoniowski,02
2608043,Pińczów (3),pińczowski,26
1425011,Pionki (1),radomski,14
1425082,Pionki (2),radomski,14
0411053,Piotrków Kujawski (3),radziejowski,04
1062011,Piotrków Trybunalski (1),m.Piotrków,10
2816033,Pisz (3),piski,28
0601113,Piszczac (2),bialski,06
1210133,Piwniczna-Zdrój (3),nowosądecki,12
1410042,Platerów (2),łosicki,14
0210062,Platerówka (2),lubański,02
3020063,Pleszew (3),pleszewski,30
1216042,Pleśna (2),tarnowski,12
2001062,Płaska (2),augustowski,20
1462011,Płock (1),m.Płock,14
1411062,Płoniawy-Bramura (2),makowski,14
1420011,Płońsk (1),płoński,14
1420092,Płońsk (2),płoński,14
2802062,Płoskinia (2),braniewski,28
2803052,Płośnica (2),działdowski,28
3205043,Płoty (3),gryficki,32
0417042,Płużnica (2),wąbrzeski,04
1406092,Pniewy (2),grójecki,14
3024063,Pniewy (3),szamotulski,30
3021123,Pobiedziska (3),poznański,30
2404132,Poczesna (2),częstochowski,24
1011033,Poddębice (3),poddębicki,10
0613052,Podedwórze (2),parczewski,06
1210142,Podegrodzie (2),nowosądecki,12
0206082,Podgórzyn (2),karkonoski,02
1405021,Podkowa Leśna (1),grodziski,14
3004063,Pogorzela (3),gostyński,30
1606032,Pokój (2),namysłowski,16
1424032,Pokrzywnica (2),pułtuski,14
0208051,Polanica-Zdrój (1),kłodzki,02
1213072,Polanka Wielka (2),oświęcimski,12
3209063,Polanów (3),koszaliński,32
3211043,Police (3),policki,32
1436022,Policzna (2),zwoleński,14
0216043,Polkowice (3),polkowicki,02
1603052,Polska Cerekiew (2),kędzierzyńsko-kozielski,16
3002062,Połajewo (2),czarnkowsko-trzcianecki,30
2612053,Połaniec (3),staszowski,26
3216033,Połczyn-Zdrój (3),świdwiński,32
1414052,Pomiechówek (2),nowodworski,14
0612063,Poniatowa (3),opolski,06
3004073,Poniec (3),gostyński,30
1609092,Popielów (2),opolski,16
2406072,Popów (2),kłobucki,24
2409042,Poraj (2),myszkowski,24
2402082,Porąbka (2),bielski,24
2416011,Poręba (1),zawierciański,24
1217052,Poronin (2),tatrzański,12
3213052,Postomino (2),sławieński,32
1007062,Poświętne (2),opoczyński,10
1434082,Poświętne (2),wołomiński,14
2002082,Poświętne (2),białostocki,20
2212072,Potęgowo (2),słupski,22
0602112,Potok Górny (2),biłgorajski,06
0605072,Potok Wielki (2),janowski,06
1423052,Potworów (2),przysuski,14
3023052,Powidz (2),słupecki,30
2819022,Pozezdrze (2),węgorzewski,28
3064011,Poznań (1),m.Poznań,30
2207043,Prabuty (3),kwidzyński,22
1608043,Praszka (3),oleski,16
1418052,Prażmów (2),piaseczyński,14
0209073,Prochowice (3),legnicki,02
1401022,Promna (2),białobrzeski,14
2805042,Prostki (2),ełcki,28
1214053,Proszowice (3),proszowicki,12
1609103,Prószków (3),opolski,16
1804073,Pruchnik (3),jarosławski,18
1610043,Prudnik (3),prudnicki,16
0220023,Prusice (3),trzebnicki,02
0414083,Pruszcz (2),świecki,04
2204011,Pruszcz Gdański (1),gdański,22
2204042,Pruszcz Gdański (2),gdański,22
1421021,Pruszków (1),pruszkowski,14
1422011,Przasnysz (1),przasnyski,14
1422072,Przasnysz (2),przasnyski,14
2203062,Przechlewo (2),człuchowski,22
1213082,Przeciszów (2),oświęcimski,12
1811073,Przecław (3),mielecki,18
1012113,Przedbórz (3),radomszczański,10
3009113,Przedecz (3),kolski,30
3212042,Przelewice (2),pyrzycki,32
3029012,Przemęt (2),wolsztyński,30
0216053,Przemków (3),polkowicki,02
1862011,Przemyśl (1),m.Przemyśl,18
1813082,Przemyśl (2),przemyski,18
2012042,Przerośl (2),suwalski,20
1426072,Przesmyki (2),siedlecki,14
0217032,Przeworno (2),strzeliński,02
1814011,Przeworsk (1),przeworski,18
1814062,Przeworsk (2),przeworski,18
0811072,Przewóz (2),żarski,08
2205032,Przodkowo (2),kartuski,22
3204062,Przybiernów (2),goleniowski,32
3017052,Przygodzice (2),ostrowski,30
3027062,Przykona (2),turecki,30
1436032,Przyłęk (2),zwoleński,14
2404143,Przyrów (2),częstochowski,24
2406082,Przystajń (2),kłobucki,24
1423063,Przysucha (3),przysuski,14
0803032,Przytoczna (2),międzyrzecki,08
2007062,Przytuły (2),łomżyński,20
1425093,Przytyk (2),radomski,14
2204052,Przywidz (2),gdański,22
2401062,Psary (2),będziński,24
0803042,Pszczew (2),międzyrzecki,08
2204062,Pszczółki (2),gdański,22
2410053,Pszczyna (3),pszczyński,24
2415011,Pszów (1),wodzisławski,24
0610052,Puchaczów (2),łęczyński,06
2211031,Puck (1),pucki,22
2211072,Puck (2),pucki,22
0614011,Puławy (1),puławski,06
0614092,Puławy (2),puławski,06
1424043,Pułtusk (3),pułtuski,14
2009042,Puńsk (2),sejneński,20
2814102,Purda (2),olsztyński,28
1438032,Puszcza Mariańska (2),żyrardowski,14
3021021,Puszczykowo (1),poznański,30
3212053,Pyrzyce (3),pyrzycki,32
2405021,Pyskowice (1),gliwicki,24
1818032,Pysznica (2),stalowowolski,18
3030043,Pyzdry (3),wrzesiński,30
1211112,Raba Wyżna (2),nowotarski,12
1211123,Rabka-Zdrój (3),nowotarski,12
0618072,Rachanie (2),tomaszowski,06
1420021,Raciąż (1),płoński,14
1420102,Raciąż (2),płoński,14
0401072,Raciążek (2),aleksandrowski,04
2411011,Racibórz (1),raciborski,24
1209052,Raciechowice (2),myślenicki,12
1208062,Racławice (2),miechowski,12
2012052,Raczki (2),suwalski,20
0620082,Radecznica (2),zamojski,06
1204062,Radgoszcz (2),dąbrowski,12
2613042,Radków (2),włoszczowski,26
0208123,Radków (3),kłodzki,02
2415021,Radlin (1),wodzisławski,24
1608052,Radłów (2),oleski,16
1216053,Radłów (3),tarnowski,12
1463011,Radom (1),m.Radom,14
0405052,Radomin (2),golubsko-dobrzyński,04
1012011,Radomsko (1),radomszczański,10
1012122,Radomsko (2),radomszczański,10
1818042,Radomyśl nad Sanem (2),stalowowolski,18
1811083,Radomyśl Wielki (3),mielecki,18
2605043,Radoszyce (3),konecki,26
3218032,Radowo Małe (2),łobeski,32
0216062,Radwanice (2),polkowicki,02
1804021,Radymno (1),jarosławski,18
1804082,Radymno (2),jarosławski,18
1419102,Radzanowo (2),płocki,14
1401032,Radzanów (2),białobrzeski,14
1413042,Radzanów (2),mławski,14
2417102,Radziechowy-Wieprz (2),żywiecki,24
1438042,Radziejowice (2),żyrardowski,14
0411011,Radziejów (1),radziejowski,04
0411062,Radziejów (2),radziejowski,04
1214062,Radziemice (2),proszowicki,12
2004032,Radziłów (2),grajewski,20
2413031,Radzionków (1),tarnogórski,24
1434093,Radzymin (3),wołomiński,14
0406043,Radzyń Chełmiński (3),grudziądzki,04
0615011,Radzyń Podlaski (1),radzyński,06
0615062,Radzyń Podlaski (2),radzyński,06
2417112,Rajcza (2),żywiecki,24
2004043,Rajgród (3),grajewski,20
3005043,Rakoniewice (3),grodziski,30
2604162,Raków (2),kielecki,26
1810062,Rakszawa (2),łańcucki,18
1806052,Raniżów (2),kolbuszowski,18
3017063,Raszków (3),ostrowski,30
1421062,Raszyn (2),pruszkowski,14
1013011,Rawa Mazowiecka (1),rawski,10
1013042,Rawa Mazowiecka (2),rawski,10
3022053,Rawicz (3),rawicki,30
3216042,Rąbino (2),świdwiński,32
3202063,Recz (3),choszczeński,32
2215011,Reda (1),wejherowski,22
1402082,Regimin (2),ciechanowski,14
1013052,Regnów (2),rawski,10
0603153,Rejowiec (3),chełmski,06
0603011,Rejowiec Fabryczny (1),chełmski,06
0603082,Rejowiec Fabryczny (2),chełmski,06
1603062,Reńska Wieś (2),kędzierzyńsko-kozielski,16
1429062,Repki (2),sokołowski,14
3218043,Resko (3),łobeski,32
2808053,Reszel (3),kętrzyński,28
3205072,Rewal (2),gryficki,32
1010072,Ręczno (2),piotrkowski,10
2404152,Rędziny (2),częstochowski,24
0412032,Rogowo (2),rypiński,04
0419052,Rogowo (2),żniński,04
3016023,Rogoźno (3),obornicki,30
1021052,Rogów (2),brzeziński,10
0406052,Rogóźno (2),grudziądzki,04
0407082,Rojewo (2),inowrocławski,04
1016072,Rokiciny (2),tomaszowski,10
1804092,Rokietnica (2),jarosławski,18
3021132,Rokietnica (2),poznański,30
0601122,Rokitno (2),bialski,06
1205082,Ropa (2),gorlicki,12
1815033,Ropczyce (3),ropczycko-sędziszowski,18
0601132,Rossosz (2),bialski,06
1427042,Rościszewo (2),sierpecki,14
3012052,Rozdrażew (2),krotoszyński,30
2817052,Rozogi (2),szczycieński,28
1010083,Rozprza (2),piotrkowski,10
1804102,Roźwienica (2),jarosławski,18
1411073,Różan (3),makowski,14
2816043,Ruciane-Nida (3),piski,28
2605052,Ruda Maleniecka (2),konecki,26
2472011,Ruda Śląska (1),m.Ruda,24
0603092,Ruda-Huta (2),chełmski,06
2003072,Rudka (2),bielski,20
0211032,Rudna (2),lubiński,02
0606092,Rudnik (2),krasnostawski,06
2411082,Rudnik (2),raciborski,24
1812063,Rudnik nad Sanem (3),niżański,18
1608062,Rudniki (2),oleski,16
2405052,Rudziniec (2),gliwicki,24
0209082,Ruja (2),legnicki,02
2215021,Rumia (1),wejherowski,22
1001062,Rusiec (2),bełchatowski,10
1423072,Rusinów (2),przysuski,14
2012062,Rutka-Tartak (2),suwalski,20
2014032,Rutki (2),zambrowski,20
0617042,Rybczewice (2),świdnicki,06
2473011,Rybnik (1),m.Rybnik,24
1428062,Rybno (2),sochaczewski,14
2803062,Rybno (2),działdowski,28
2804082,Rychliki (2),elbląski,28
3008063,Rychtal (2),kępiński,30
3010073,Rychwał (3),koniński,30
3016032,Ryczywół (2),obornicki,30
2415031,Rydułtowy (1),wodzisławski,24
3013043,Rydzyna (3),leszczyński,30
1216063,Ryglice (3),tarnowski,12
2207052,Ryjewo (2),kwidzyński,22
0616043,Ryki (3),rycki,06
1807083,Rymanów (3),krośnieński,18
3208052,Rymań (2),kołobrzeski,32
2806083,Ryn (3),giżycki,28
0417052,Ryńsk (2),wąbrzeski,04
0412011,Rypin (1),rypiński,04
0412042,Rypin (2),rypiński,04
1210152,Rytro (2),nowosądecki,12
2612062,Rytwiany (2),staszowski,26
1009052,Rząśnia (2),pajęczański,10
1435032,Rząśnik (2),wyszkowski,14
2203072,Rzeczenica (2),człuchowski,22
1409042,Rzeczniów (2),lipski,14
1016082,Rzeczyca (2),tomaszowski,10
1415102,Rzekuń (2),ostrołęcki,14
1216072,Rzepiennik Strzyżewski (2),tarnowski,12
0805043,Rzepin (3),słubicki,08
1863011,Rzeszów (1),m.Rzeszów,18
1411082,Rzewnie (2),makowski,14
1201072,Rzezawa (2),bocheński,12
3010082,Rzgów (2),koniński,30
1006103,Rzgów (3),łódzki,10
1429072,Sabnie (2),sokołowski,14
0410042,Sadki (2),nakielski,04
1013062,Sadkowice (2),rawski,10
2207062,Sadlinki (2),kwidzyński,22
2606062,Sadowie (2),opatowski,26
1433072,Sadowne (2),węgrowski,14
2609072,Samborzec (2),sandomierski,26
2609011,Sandomierz (1),sandomierski,26
1404043,Sanniki (3),gostyniński,14
1817011,Sanok (1),sanocki,18
1817052,Sanok (2),sanocki,18
0801062,Santok (2),gorzowski,08
1410052,Sarnaki (2),łosicki,14
0603102,Sawin (2),chełmski,06
2613052,Secemin (2),włoszczowski,26
2009011,Sejny (1),sejneński,20
2009052,Sejny (2),sejneński,20
0608122,Serniki (2),lubartowski,06
1408043,Serock (3),legionowski,14
0611062,Serokomla (2),łukowski,06
1003032,Sędziejowice (2),łaski,10
2602063,Sędziszów (3),jędrzejowski,26
1815043,Sędziszów Małopolski (3),ropczycko-sędziszowski,18
1205092,Sękowa (2),gorlicki,12
2801063,Sępopol (3),bartoszycki,28
0413023,Sępólno Krajeńskie (3),sępoleński,04
3209073,Sianów (3),koszaliński,32
0403072,Sicienko (2),bydgoski,04
2011072,Sidra (2),sokólski,20
0223083,Siechnice (3),wrocławski,02
1407072,Sieciechów (2),kozienicki,14
1464011,Siedlce (1),m.Siedlce,14
1426082,Siedlce (2),siedlecki,14
3029022,Siedlec (2),wolsztyński,30
0804082,Siedlisko (2),nowosolski,08
0603113,Siedliszcze (3),chełmski,06
0210072,Siekierczyn (2),lubański,02
2474011,Siemianowice Śląskie (1),m.Siemianowice,24
2010011,Siemiatycze (1),siemiatycki,20
2010092,Siemiatycze (2),siemiatycki,20
1437052,Siemiątkowo (2),żuromiński,14
0613062,Siemień (2),parczewski,06
1009062,Siemkowice (2),pajęczański,10
3208062,Siemyśl (2),kołobrzeski,32
1814073,Sieniawa (3),przeworski,18
1412133,Siennica (2),miński,14
0606102,Siennica Różana (2),krasnostawski,06
1409053,Sienno (2),lipski,14
1209062,Siepraw (2),myślenicki,12
1014011,Sieradz (1),sieradzki,10
1014082,Sieradz (2),sieradzki,10
2205042,Sierakowice (2),kartuski,22
3014043,Sieraków (3),międzychodzki,30
3017072,Sieroszewice (2),ostrowski,30
1427011,Sierpc (1),sierpecki,14
1427052,Sierpc (2),sierpecki,14
2401073,Siewierz (3),będziński,24
0620092,Sitno (2),zamojski,06
2603053,Skalbmierz (3),kazimierski,26
1206103,Skała (3),krakowski,12
1601022,Skarbimierz (2),brzeski,16
2213093,Skarszewy (3),starogardzki,22
1425103,Skaryszew (3),radomski,14
2610042,Skarżysko Kościelne (2),skarżyski,26
2610011,Skarżysko-Kamienna (1),skarżyski,26
1206113,Skawina (3),krakowski,12
0808032,Skąpe (2),świebodziński,08
0408073,Skępe (3),lipnowski,04
0620102,Skierbieszów (2),zamojski,06
